"ogc_fid(ogc_fid)","occurrence(occurrence)","scientific(scientific)","scientif_1(scientif_1)","vernacular(vernacular)","kingdom(kingdom)","phylum(phylum)","class(class)","order(order)","family(family)","genus(genus)","specificep(specificep)","infraspeci(infraspeci)","country(country)","countrycod(countrycod)","stateprovi(stateprovi)","verbatimlo(verbatimlo)","decimallat(decimallat)","decimallon(decimallon)","georeferen(georeferen)","eventdate(eventdate)","year(year)","month(month)","day(day)","basisofrec(basisofrec)","institutio(institutio)","collection(collection)","catalognum(catalognum)","recordedby(recordedby)","recordnumb(recordnumb)","identified(identified)","dynamicpro(dynamicpro)","associated(associated)","modified_by(modified_by)","last_modification(last_modification)","featureid"
"113","113","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.78333333","-55","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.113"
"114","114","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.8","-55.05","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.114"
"115","115","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.71666667","-54.78333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.115"
"116","116","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.71666667","-54.73333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.116"
"117","117","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.61666667","-54.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.117"
"118","118","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.43333333","-54.83333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.118"
"119","119","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.46666667","-54.96666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.119"
"120","120","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.38333333","-55.05","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.120"
"121","121","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.28333333","-55.26666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.121"
"122","122","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.25","-55.23333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.122"
"123","123","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.35","-55.25","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.123"
"124","124","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Rivera","NA","-31.46666667","-55.41666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.124"
"125","125","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.11666667","-56.1","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.125"
"126","126","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.36666667","-55.9","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.126"
"127","127","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Tacuaremb�","NA","-32.41666667","-55.96666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.127"
"128","128","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.6675","-54.2025","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.128"
"129","129","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.65166667","-54.28444444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.129"
"130","130","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.66916667","-54.30166667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.130"
"131","131","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.60166667","-54.20194444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.131"
"132","132","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.58555556","-54.13333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.132"
"133","133","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.56666667","-54.15","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.133"
"134","134","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.53333333","-54.13333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.134"
"135","135","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.4525","-54.1","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.135"
"136","136","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.58333333","-53.93333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.136"
"137","137","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.58583333","-53.81888889","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.137"
"138","138","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.53333333","-53.78333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.138"
"139","139","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.45","-53.80166667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.139"
"140","140","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.48333333","-53.68583333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.140"
"141","141","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.61666667","-53.78333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.141"
"142","142","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.75","-53.71833333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.142"
"143","143","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.6","-53.53333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.143"
"144","144","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.58333333","-53.43333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.144"
"145","145","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.28583333","-54.15194444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.145"
"146","146","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.30194444","-54.20027778","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.146"
"147","147","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.25083333","-54.23472222","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.147"
"148","148","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.30027778","-54.16666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.148"
"149","149","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.25138889","-54.16916667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.149"
"150","150","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.26888889","-54.15194444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.150"
"151","151","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.13333333","-54.15138889","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.151"
"152","152","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.9","-54","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.152"
"153","153","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.95194444","-54.11777778","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.153"
"154","154","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.95","-54.13472222","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.154"
"155","155","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.85083333","-54.31694444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.155"
"156","156","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.76833333","-54.28416667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.156"
"157","157","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.86666667","-54.15","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.157"
"158","158","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.90222222","-54.13555556","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.158"
"159","159","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-31.98527778","-54.11916667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.159"
"160","160","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.01666667","-54.08444444","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.160"
"161","161","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.23472222","-54.10055556","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.161"
"162","162","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.33333333","-54.15","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.162"
"163","163","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.56805556","-54.58333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.163"
"164","164","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.55194444","-54.78333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.164"
"165","165","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.61388889","-54.63333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.165"
"166","166","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.61694444","-54.58333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.166"
"167","167","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.53361111","-54.85","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.167"
"168","168","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.70166667","-55.03333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.168"
"169","169","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.53472222","-55.16666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.169"
"170","170","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Cerro Largo","NA","-32.55833333","-55.28333333","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.170"
"171","171","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.41833333","-56.50027778","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.171"
"172","172","Eragrostis plana","Nees","Capin annoni","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Eragrostis","plana","NA","Uruguay","Uy","Artigas","NA","-30.68611111","-56.34666667","MGAP","NA","NA","NA","NA","NA","NA","NA","NA","MGAP","NA","NA","Ex�tica invasora","Especies ex�ticas invasoras prioritarias. Comite de Especies Ex�ticas Invasoras, Ministerio de Ambiente. Uruguay","","","eragrostis_plana.172"
